index;path;total_conversions;total_conversion_value
389;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;133
390;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;2;35
391;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;2;114
392;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO;2;247
393;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;2;87
394;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > (Other) > DIRECTO;2;74
395;ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;2;161
396;ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING;2;97
397;ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO;2;99
398;ORGANICO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > BRANDING;2;218
399;ORGANICO > DIRECTO > DIRECTO > SMART > ORGANICO;2;106
400;ORGANICO > DIRECTO > DIRECTO > CRITEO > DIRECTO;2;125
401;ORGANICO > DIRECTO > DIRECTO > CRITEO > ORGANICO;2;203
402;ORGANICO > DIRECTO > DIRECTO > SHOPPING;2;887
403;ORGANICO > DIRECTO > DIRECTO > SHOPPING > ORGANICO;2;122
404;ORGANICO > DIRECTO > EMAIL;2;162
405;ORGANICO > DIRECTO > BRANDING > DIRECTO;2;33
406;ORGANICO > DIRECTO > BRANDING > DIRECTO > DIRECTO;2;52
407;ORGANICO > DIRECTO > BRANDING > DIRECTO > BRANDING > BRANDING;2;52
408;ORGANICO > DIRECTO > BRANDING > BRANDING > BRANDING;2;378
409;ORGANICO > DIRECTO > SHOPPING > SHOPPING;2;301
410;ORGANICO > (Other) > ORGANICO;2;164
411;ORGANICO > BING_CPC;2;246
412;ORGANICO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;38
413;ORGANICO > BRANDING > DIRECTO > ORGANICO;2;146
414;ORGANICO > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING;2;60
415;ORGANICO > BRANDING > BRANDING > DIRECTO > BRANDING;2;173
416;ORGANICO > BRANDING > BRANDING > BRANDING > DIRECTO;2;153
417;ORGANICO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;2;90
418;ORGANICO > BRANDING > SHOPPING;2;155
419;ORGANICO > FACEBOOK > DIRECTO > DIRECTO;2;115
420;ORGANICO > FACEBOOK > ORGANICO;2;274
421;ORGANICO > SHOPPING > DIRECTO;2;273
422;ORGANICO > SHOPPING > BRANDING;2;449
423;ORGANICO > SHOPPING > SHOPPING > SHOPPING > SHOPPING;2;698
424;BING_CPC > DIRECTO > DIRECTO;2;92
425;BING_CPC > DIRECTO > DIRECTO > BING_CPC;2;133
426;BING_CPC > (Other) > BING_CPC;2;59
427;BING_CPC > (Other) > BING_CPC > (Other) > BING_CPC > (Other);2;509
428;BING_CPC > BING_CPC > FACEBOOK;2;45
429;BING_CPC > ORGANICO;2;328
430;BING_CPC > BING_ORGANICO;2;229
431;BRANDING > EMAIL > DIRECTO;2;94
432;BRANDING > EMAIL > BRANDING;2;93
433;BRANDING > SMART;2;211
434;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;272
435;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;139
436;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;67
437;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO;2;1.237
438;BRANDING > DIRECTO > DIRECTO > BRANDING > BRANDING;2;178
439;BRANDING > DIRECTO > CRITEO;2;174
440;BRANDING > DIRECTO > SHOPPING > DIRECTO;2;197
441;BRANDING > (Other) > DIRECTO;2;253
442;BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;159
443;BRANDING > BRANDING > DIRECTO > DIRECTO > BRANDING;2;180
444;BRANDING > BRANDING > DIRECTO > BRANDING;2;330
445;BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING;2;104
446;BRANDING > BRANDING > CRITEO > DIRECTO;2;80
447;BRANDING > BRANDING > CRITEO > DIRECTO > BRANDING > DIRECTO > DIRECTO;2;128
448;BRANDING > BRANDING > CRITEO > BRANDING;2;209
449;BRANDING > BRANDING > BRANDING > DIRECTO > DIRECTO;2;88
450;BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING;2;171
451;BRANDING > BRANDING > BRANDING > EMAIL;2;96
452;BRANDING > BRANDING > BRANDING > ORGANICO;2;56
453;BRANDING > BRANDING > BRANDING > ORGANICO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;2;368
454;BRANDING > BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING;2;42
455;BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;2;65
456;BRANDING > BRANDING > BRANDING > BRANDING > FACEBOOK;2;116
457;BRANDING > BRANDING > BRANDING > BRANDING > ORGANICO;2;305
458;BRANDING > BRANDING > ORGANICO > BRANDING > BRANDING;2;352
459;BRANDING > BRANDING > ORGANICO > BRANDING > ORGANICO;2;97
460;BRANDING > FACEBOOK > BRANDING;2;171
461;BRANDING > FACEBOOK > BRANDING > FACEBOOK;2;80
462;BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;354
463;BRANDING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;197
464;BRANDING > ORGANICO > (Other) > ORGANICO;2;77
465;BRANDING > ORGANICO > BRANDING > DIRECTO > ORGANICO > BRANDING > BRANDING;2;252
466;BRANDING > ORGANICO > BRANDING > BRANDING > BRANDING;2;41
467;BRANDING > ORGANICO > FACEBOOK;2;180
468;BRANDING > SHOPPING > BRANDING;2;150
469;BRANDING > SHOPPING > ORGANICO;2;577
470;BRANDING > SHOPPING > ORGANICO > BRANDING;2;121
471;FACEBOOK > CRITEO;2;43
472;FACEBOOK > DIRECTO > DIRECTO > FACEBOOK;2;69
473;FACEBOOK > DIRECTO > FACEBOOK > DIRECTO;2;172
474;FACEBOOK > DIRECTO > FACEBOOK > FACEBOOK > FACEBOOK;2;91
475;FACEBOOK > ORGANICO;2;318
476;FACEBOOK > INSTAGRAM;2;39
477;SHOPPING > CRITEO > DIRECTO > DIRECTO > DIRECTO;2;184
478;SHOPPING > CRITEO > DIRECTO > BRANDING;2;282
479;SHOPPING > CRITEO > SHOPPING > SHOPPING;2;69
480;SHOPPING > SEARCH > DIRECTO > DIRECTO;2;258
481;SHOPPING > SEARCH > BRANDING > BRANDING;2;254
482;SHOPPING > SEARCH > BRANDING > FACEBOOK;2;64
483;SHOPPING > SEARCH > SHOPPING;2;57
484;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;549
485;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;207
486;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;210
487;SHOPPING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING;2;169
488;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO;2;144
489;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;386
490;SHOPPING > DIRECTO > DIRECTO > BRANDING;2;447
491;SHOPPING > DIRECTO > DIRECTO > SHOPPING;2;714
492;SHOPPING > DIRECTO > DIRECTO > SHOPPING > DIRECTO;2;237
493;SHOPPING > DIRECTO > CRITEO;2;225
494;SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;2;208
495;SHOPPING > DIRECTO > BRANDING > DIRECTO;2;113
496;SHOPPING > DIRECTO > BRANDING > BRANDING;2;209
497;SHOPPING > DIRECTO > ORGANICO > DIRECTO;2;298
498;SHOPPING > DIRECTO > ORGANICO > DIRECTO > DIRECTO;2;129
499;SHOPPING > DIRECTO > SHOPPING > DIRECTO;2;776
500;SHOPPING > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO;2;123
501;SHOPPING > DIRECTO > SHOPPING > ORGANICO;2;209
502;SHOPPING > DIRECTO > SHOPPING > SHOPPING;2;247
503;SHOPPING > DIRECTO > SHOPPING > SHOPPING > SHOPPING;2;236
504;SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO;2;325
505;SHOPPING > BRANDING > DIRECTO > ORGANICO > DIRECTO;2;178
506;SHOPPING > BRANDING > BRANDING > DIRECTO;2;150
507;SHOPPING > BRANDING > BRANDING > BRANDING > BRANDING;2;746
508;SHOPPING > BRANDING > FACEBOOK;2;58
509;SHOPPING > BRANDING > ORGANICO;2;355
510;SHOPPING > BRANDING > SHOPPING > BRANDING;2;164
511;SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;100
512;SHOPPING > ORGANICO > DIRECTO > BRANDING > SMART > (Other) > EMAIL > DIRECTO;2;454
513;SHOPPING > ORGANICO > SHOPPING > DIRECTO > DIRECTO > DIRECTO;2;294
514;SHOPPING > ORGANICO > SHOPPING > ORGANICO;2;141
515;SHOPPING > ORGANICO > SHOPPING > SHOPPING;2;78
516;SHOPPING > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;146
517;SHOPPING > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;677
518;SHOPPING > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;184
519;SHOPPING > SHOPPING > DIRECTO > DIRECTO > DIRECTO > ORGANICO > SEARCH > DIRECTO > DIRECTO > ORGANICO > BRANDING > BRANDING;2;430
520;SHOPPING > SHOPPING > DIRECTO > DIRECTO > FACEBOOK;2;470
521;SHOPPING > SHOPPING > DIRECTO > BRANDING;2;271
522;SHOPPING > SHOPPING > DIRECTO > SHOPPING > SHOPPING;2;94
523;SHOPPING > SHOPPING > CRITEO > DIRECTO > DIRECTO;2;237
524;SHOPPING > SHOPPING > SEARCH;2;64
525;SHOPPING > SHOPPING > SEARCH > SHOPPING;2;81
526;SHOPPING > SHOPPING > (Other);2;79
527;SHOPPING > SHOPPING > BRANDING > FACEBOOK;2;96
528;SHOPPING > SHOPPING > BRANDING > SHOPPING > ORGANICO;2;365
529;SHOPPING > SHOPPING > FACEBOOK > CRITEO > DIRECTO;2;58
530;SHOPPING > SHOPPING > ORGANICO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;188
531;SHOPPING > SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO;2;119
532;SHOPPING > SHOPPING > ORGANICO > DIRECTO > DIRECTO > SHOPPING;2;227
533;SHOPPING > SHOPPING > ORGANICO > FACEBOOK;2;78
534;SHOPPING > SHOPPING > SHOPPING > CRITEO;2;67
535;SHOPPING > SHOPPING > SHOPPING > ORGANICO > DIRECTO;2;168
536;SHOPPING > SHOPPING > SHOPPING > SHOPPING > BRANDING;2;100
537;SHOPPING > SHOPPING > SHOPPING > SHOPPING > ORGANICO > DIRECTO;2;84
538;SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING;2;84
539;BING_ORGANICO > CRITEO > DIRECTO > DIRECTO > DIRECTO > BING_CPC > BING_ORGANICO > CRITEO > BING_ORGANICO > BING_CPC > BING_ORGANICO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;2;57
540;BING_ORGANICO > BRANDING > BING_ORGANICO;2;172
541;DISPLAY GOOGLE > DIRECTO;2;34
542;INSTAGRAM > INSTAGRAM > INSTAGRAM;1;640
543;INSTAGRAM > INSTAGRAM > INSTAGRAM > INSTAGRAM > INSTAGRAM;1;22
544;INSTAGRAM > INSTAGRAM > INSTAGRAM > DIRECTO > DIRECTO;1;29
545;INSTAGRAM > INSTAGRAM > DIRECTO > DIRECTO;1;27
546;INSTAGRAM > DIRECTO > DIRECTO > DIRECTO;1;63
547;INSTAGRAM > DIRECTO > DIRECTO > INSTAGRAM > DIRECTO > FACEBOOK;1;48
548;INSTAGRAM > DIRECTO > FACEBOOK > DIRECTO > INSTAGRAM > DIRECTO > FACEBOOK > INSTAGRAM;1;45
549;INSTAGRAM > DIRECTO > ORGANICO > DIRECTO > DIRECTO > SHOPPING > DIRECTO;1;55
550;INSTAGRAM > DIRECTO > INSTAGRAM > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;188
551;INSTAGRAM > (Other) > INSTAGRAM;1;117
552;INSTAGRAM > FACEBOOK > DIRECTO;1;367
553;INSTAGRAM > FACEBOOK > INSTAGRAM > DIRECTO;1;24
554;INSTAGRAM > SHOPPING;1;37
555;INSTAGRAM > SHOPPING > INSTAGRAM;1;48
556;DIRECTO > CRITEO > CRITEO;1;152
557;DIRECTO > CRITEO > SEARCH > FACEBOOK > DIRECTO > DIRECTO;1;85
558;DIRECTO > CRITEO > SEARCH > DISPLAY GOOGLE > DISPLAY GOOGLE > DISPLAY GOOGLE > ORGANICO > DIRECTO > SHOPPING > BRANDING > SHOPPING > SHOPPING > ORGANICO;1;69
559;DIRECTO > CRITEO > SMART (impression) > SMART (impression) > FACEBOOK;1;14
560;DIRECTO > CRITEO > DIRECTO;1;69
561;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;35
562;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;35
563;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;44
564;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO;1;35
565;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > ORGANICO > DIRECTO > SHOPPING > ORGANICO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;11
566;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > BRANDING > ORGANICO > DIRECTO > DIRECTO;1;39
567;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;300
568;DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO;1;414
569;DIRECTO > CRITEO > DIRECTO > DIRECTO > ORGANICO > CRITEO > DIRECTO > DIRECTO > ORGANICO > EMAIL > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > EMAIL > CRITEO > DISPLAY GOOGLE (impression) > CRITEO > CRITEO > ORGANICO > CRITEO > DIRECTO > DIRECTO > EMAIL;1;58
570;DIRECTO > CRITEO > DIRECTO > DIRECTO > BRANDING;1;30
571;DIRECTO > CRITEO > DIRECTO > DIRECTO > SHOPPING > ORGANICO > BRANDING > CRITEO > BRANDING > CRITEO > DIRECTO > BRANDING > ORGANICO > BRANDING > BRANDING > DIRECTO;1;110
572;DIRECTO > CRITEO > DIRECTO > EMAIL > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;31
573;DIRECTO > CRITEO > DIRECTO > BRANDING;1;168
574;DIRECTO > CRITEO > DIRECTO > BRANDING > BRANDING;1;21
575;DIRECTO > CRITEO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;352
576;DIRECTO > CRITEO > DIRECTO > DISPLAY GOOGLE (impression) > DIRECTO > DIRECTO > BRANDING;1;135
577;DIRECTO > CRITEO > BING_CPC > DIRECTO > DIRECTO > SMART > SMART > SMART > CRITEO > SMART > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART > SMART > SMART > CRITEO;1;185
578;DIRECTO > CRITEO > BING_CPC > DIRECTO > DIRECTO > SMART > SMART > SMART > CRITEO > SMART > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART > SMART > SMART > CRITEO > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > CRITEO > BING_CPC;1;115
579;DIRECTO > CRITEO > BRANDING;1;53
580;DIRECTO > CRITEO > BRANDING > DIRECTO > DIRECTO;1;103
581;DIRECTO > CRITEO > BRANDING > DIRECTO > BRANDING > CRITEO > BRANDING > BRANDING > DISPLAY GOOGLE > (Other);1;153
582;DIRECTO > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > FACEBOOK;1;622
583;DIRECTO > CRITEO > BRANDING > SHOPPING;1;54
584;DIRECTO > CRITEO > BRANDING > DISPLAY GOOGLE (impression) > BRANDING > CRITEO > BRANDING > ORGANICO > DIRECTO;1;43
585;DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;234
586;DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > SEARCH > ORGANICO > CRITEO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > ORGANICO > CRITEO > ORGANICO > CRITEO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > CRITEO > ORGANICO;1;120
587;DIRECTO > CRITEO > ORGANICO > DIRECTO > CRITEO > DIRECTO > BRANDING > DIRECTO;1;138
588;DIRECTO > CRITEO > ORGANICO > (Other) > ORGANICO > BRANDING;1;65
589;DIRECTO > CRITEO > SHOPPING > SHOPPING > SHOPPING > CRITEO > SHOPPING > SHOPPING > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;60
590;DIRECTO > SEARCH > SEARCH > DIRECTO > DIRECTO;1;54
591;DIRECTO > SEARCH > SEARCH > BRANDING;1;72
592;DIRECTO > SEARCH > SEARCH > BRANDING > SEARCH > BRANDING > BRANDING > BRANDING;1;19
593;DIRECTO > SEARCH > SMART;1;23
594;DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO;1;64
595;DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;26
596;DIRECTO > SEARCH > DIRECTO > DIRECTO > BRANDING > BRANDING > ORGANICO > DIRECTO;1;50
597;DIRECTO > SEARCH > DIRECTO > ORGANICO > DIRECTO > SEARCH > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;37
598;DIRECTO > SEARCH > BRANDING > (Other) > BRANDING > ORGANICO > SEARCH > BRANDING > DIRECTO > SEARCH;1;49
599;DIRECTO > SEARCH > FACEBOOK;1;52
600;DIRECTO > SEARCH > ORGANICO > DIRECTO > SEARCH;1;156
601;DIRECTO > EMAIL > DIRECTO;1;24
602;DIRECTO > EMAIL > DIRECTO > DIRECTO > (Other) > (Other) > BRANDING > DIRECTO > BRANDING > EMAIL;1;20
603;DIRECTO > EMAIL > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;52
604;DIRECTO > EMAIL > DIRECTO > ORGANICO > BRANDING;1;64
605;DIRECTO > EMAIL > DIRECTO > FACEBOOK;1;14
606;DIRECTO > EMAIL > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;181
607;DIRECTO > EMAIL > BRANDING;1;27
608;DIRECTO > EMAIL > ORGANICO;1;38
609;DIRECTO > EMAIL > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;22
610;DIRECTO > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > SMART > ORGANICO > BRANDING > ORGANICO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SMART > SHOPPING > ORGANICO > BRANDING > BRANDING > SHOPPING > SMART > ORGANICO;1;25
611;DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO;1;36
612;DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING > DIRECTO > DIRECTO;1;49
613;DIRECTO > SMART (impression) > SMART (impression) > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;101
614;DIRECTO > SMART (impression) > SMART > SMART (impression) > SMART (impression) > BRANDING;1;41
615;DIRECTO > SMART (impression) > SMART > SMART > SMART > SMART > SMART > SMART > SMART > ORGANICO > DIRECTO > DIRECTO;1;50
616;DIRECTO > SMART (impression) > BRANDING > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > DISPLAY GOOGLE (impression) > DIRECTO;1;53
617;DIRECTO > SMART (impression) > BRANDING > BRANDING > SMART (impression) > BRANDING > BRANDING > ORGANICO > DIRECTO > BRANDING;1;30
618;DIRECTO > SMART;1;38
619;DIRECTO > SMART > DIRECTO > DIRECTO > SEARCH > ORGANICO;1;90
620;DIRECTO > SMART > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;1;39
621;DIRECTO > SMART > SMART > (Other) > DIRECTO > CRITEO > DIRECTO;1;45
622;DIRECTO > SMART > SMART > (Other) > DIRECTO > CRITEO > DIRECTO > SMART > DIRECTO > DIRECTO > DIRECTO > (Other);1;30
623;DIRECTO > SMART > ORGANICO > DIRECTO > DIRECTO;1;44
624;DIRECTO > SMART > ORGANICO > SMART > SMART;1;47
625;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO;1;15
626;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;37
627;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;92
628;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;288
629;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > BRANDING > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > EMAIL > DIRECTO > EMAIL > EMAIL > DIRECTO > BRANDING > BRANDING > DIRECTO > DIRECTO > CRITEO;1;41
630;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > BRANDING > DIRECTO > DIRECTO;1;55
631;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > BRANDING;1;108
632;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > ORGANICO;1;249
633;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO;1;38
634;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;25
635;DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART > DIRECTO > ORGANICO > CRITEO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;214
636;DIRECTO > DIRECTO > DIRECTO > DIRECTO > SEARCH > DIRECTO > EMAIL > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;68
637;DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;24
638;DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;44
639;DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;95
640;DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO;1;24
641;DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;24
