Fuente/medio;Conversiones;Valor de las conversiones
google / organic > outlook.live.com / referral > (direct) / (none) > criteo / banner > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none);2;39,50 €
google / organic > outlook.live.com / referral > (direct) / (none) > google / organic > (direct) / (none);2;17,90 €
google / organic > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / organic > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > criteo / banner > google / cpc > google / organic > (direct) / (none) > criteo / banner > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / organic > google / cpc;2;87,00 €
google / organic > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / organic;2;39,10 €
google / organic > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / organic > (direct) / (none);2;39,10 €
google / organic > google / cpc > google / cpc > google / cpc > criteo / banner > google / organic > (direct) / (none);2;53,70 €
google / organic > google / cpc > google / cpc > google / cpc > (direct) / (none) > google / cpc > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;345,60 €
google / organic > google / cpc > google / cpc > (direct) / (none) > google / cpc;2;0,00 €
google / organic > google / cpc > google / cpc > (direct) / (none) > (direct) / (none) > google / organic > google / cpc > google / organic;2;81,68 €
google / organic > google / cpc > google / cpc > (direct) / (none) > (direct) / (none) > google / organic > google / cpc > google / organic > google / cpc > (direct) / (none);2;134,31 €
google / organic > google / cpc > google / cpc > google / organic > google / cpc > google / cpc > google / cpc;2;66,10 €
google / organic > google / cpc > google / cpc > google / organic > google / cpc > google / organic;2;27,90 €
google / organic > google / cpc > google / cpc > google / organic > Universal LDK / email > google / organic > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;111,60 €
google / organic > google / cpc > yotpo / email;2;45,00 €
google / organic > google / cpc > criteo / banner > google / cpc > google / cpc;2;0,00 €
google / organic > google / cpc > criteo / banner > (direct) / (none);2;0,00 €
google / organic > google / cpc > (direct) / (none) > google / cpc > google / organic;2;59,90 €
google / organic > google / cpc > (direct) / (none) > google / cpc > google / organic > google / cpc > (direct) / (none) > google / organic > google / cpc > google / cpc > google / cpc > (direct) / (none) > google / cpc;2;157,08 €
google / organic > google / cpc > (direct) / (none) > criteo / banner > google / cpc;2;29,80 €
google / organic > google / cpc > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none);2;44,90 €
google / organic > google / cpc > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none);2;215,70 €
google / organic > google / cpc > (direct) / (none) > google / organic;2;378,70 €
google / organic > google / cpc > (direct) / (none) > google / organic > google / cpc > google / organic;2;105,40 €
google / organic > google / cpc > google / organic > google / cpc > google / cpc > google / cpc > (direct) / (none) > (direct) / (none);2;42,70 €
google / organic > google / cpc > google / organic > google / cpc > google / organic > google / cpc > google / cpc > google / organic > (direct) / (none);2;66,30 €
google / organic > google / cpc > google / organic > (direct) / (none) > google / cpc;2;0,00 €
google / organic > google / cpc > google / organic > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > (direct) / (none) > (direct) / (none);2;20,20 €
google / organic > google / cpc > google / organic > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / organic > google / cpc > google / cpc > google / cpc > google / cpc > google / organic > google / cpc > google / organic > google / cpc > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none);2;37,80 €
google / organic > google / cpc > google / organic > (direct) / (none) > google / cpc > (direct) / (none);2;34,90 €
google / organic > google / cpc > google / organic > (direct) / (none) > google / cpc > (direct) / (none) > google / cpc > (direct) / (none) > google / cpc;2;15,21 €
google / organic > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc;2;56,10 €
google / organic > yotpo / email;2;33,90 €
google / organic > criteo / banner > google / cpc > google / cpc > criteo / banner > google / cpc > google / cpc > google / cpc > (direct) / (none) > google / cpc > google / cpc > google / cpc > (direct) / (none) > google / cpc;2;74,80 €
google / organic > criteo / banner > (direct) / (none) > (direct) / (none) > google / cpc > google / cpc;2;36,60 €
google / organic > criteo / banner > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;0,00 €
google / organic > criteo / banner > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Universal LDK / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic;2;92,00 €
google / organic > criteo / banner > (direct) / (none) > google / organic > (direct) / (none);2;146,80 €
google / organic > criteo / banner > google / organic > (direct) / (none);2;0,00 €
google / organic > criteo / banner > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;201,60 €
google / organic > criteo / banner > criteo / (not set) > google / organic;2;63,80 €
google / organic > (direct) / (none) > google / cpc > google / cpc > google / cpc > (direct) / (none);2;26,90 €
google / organic > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / organic > google / cpc > google / cpc;2;82,30 €
google / organic > (direct) / (none) > google / cpc > google / cpc > criteo / banner > (direct) / (none);2;51,80 €
google / organic > (direct) / (none) > google / cpc > google / cpc > (direct) / (none);2;0,00 €
google / organic > (direct) / (none) > google / cpc > criteo / banner > google / cpc;2;19,10 €
google / organic > (direct) / (none) > google / cpc > google / organic > google / cpc;2;0,00 €
google / organic > (direct) / (none) > google / cpc > google / organic > google / cpc > google / cpc > google / cpc > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / organic > google / cpc > (direct) / (none) > google / cpc > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc;2;17,20 €
google / organic > (direct) / (none) > google / cpc > google / organic > google / cpc > google / cpc > google / organic > google / cpc > google / cpc > google / cpc > google / cpc;2;63,10 €
google / organic > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none);2;0,00 €
google / organic > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;18,30 €
google / organic > (direct) / (none) > criteo / banner > (direct) / (none) > facebook.com / referral;2;35,82 €
google / organic > (direct) / (none) > criteo / banner > (direct) / (none) > (direct) / (none);2;0,00 €
google / organic > (direct) / (none) > criteo / banner > criteo / (not set);2;49,50 €
google / organic > (direct) / (none) > (direct) / (none) > mail.google.com / referral;2;155,30 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > lolaterecomienda / home > google / cpc;2;53,90 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > (direct) / (none);2;55,90 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > google / cpc > (direct) / (none) > (direct) / (none);2;52,70 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;29,90 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > google / cpc > google / organic > google / cpc > google / cpc > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > google / organic > (direct) / (none);2;33,80 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none);2;88,60 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > google / cpc > (direct) / (none) > google / cpc > google / cpc > (direct) / (none) > (direct) / (none);2;369,50 €
google / organic > (direct) / (none) > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;114,60 €
google / organic > (direct) / (none) > (direct) / (none) > criteo / banner > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > facebook.com / referral;2;41,22 €
google / organic > (direct) / (none) > (direct) / (none) > criteo / banner > google / organic > facebook.com / referral;2;58,00 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > outlook.live.com / referral > (direct) / (none) > google / organic;2;123,30 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > outlook.live.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;29,90 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > google / cpc > (direct) / (none) > (direct) / (none) > google / cpc > google / organic;2;165,60 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > google / cpc > google / cpc > google / cpc;2;33,90 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > (direct) / (none);2;18,70 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > google / cpc > google / organic > (direct) / (none);2;65,80 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none);2;0,00 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Universal LDK / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none);2;101,40 €
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > criteo / banner > google / organic;2;30,40 €
